period,segment,total_aqs,min_aqs,max_aqs,avg_aqs
Night,Move,14.677536945812799,0.019956212370005475,0.4247947454844006,0.08064580739457582
Day,Stop,33.96008538587848,0.0013333333333333333,0.2674438970990695,0.050385883361837504
Day,,25.42155008210175,0.0,0.36026272577996715,0.02036983179655589
Night,Stop,59.75163218390806,0.016140120415982485,0.13419813902572522,0.03643392206335857
Night,,29.252284619595045,0.006666666666666667,0.11761357416529832,0.021044809078845355
Day,Move,84.16973617952944,0.0,0.6986666666666667,0.05559427752941178
